"csd_ref","name","asa_grav [m²/g]","asa_vol [m²/cm³]","av_vf","pore_volume [cm³/g]","density [g/cm³]","nexc [wt. %]","uptake_grav [wt. %]","uptake_vol [g H2/L]","metal1","metal2","metal3","oms","lcd [Å]","pld [Å]","LFPD [Å]","symmetry_space_group","cell_length_a","cell_length_b","cell_length_c","cell_angle_alpha","cell_angle_beta","cell_angle_gamma","cell_volume [Å³]","cas1","norm_name1","name1","mol_mass1 [g/mol]","smile_cam1","smile_can1","linker1","vendor_name1","max_amount1 [g]","rel_price1 [€/g]","min_purity1","cas2","norm_name2","name2","mol_mass2 [g/mol]","smile_cam2","smile_can2","linker2","vendor_name2","max_amount2 [g]","rel_price2 [g/€]","min_purity2","cas3","norm_name3","name3","mol_mass3 [g/mol]","smile_cam3","smile_can3","linker3","vendor_name3","max_amount3 [g]","rel_price3 [€/g]","min_purity3"
"LAFFEG","",1416.84,1451.46,0.59,0.58,1.02,3.09,3.98,42.46,"Zn","","","Yes",5.85,3.83,5.85,"R-3",31.38,31.38,15.04,90.0,90.0,120.0,12829.76,"50446-44-1","1,3,5-tris(4-Carboxyphenyl)benzene","[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]",438.43,"C(=O)(O)C1=CC=C(C=C1)C1=CC(=CC(=C1)C1=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","C(=O)(O)C1=CC=C(C=C1)C1=CC(=CC(=C1)C1=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","Yes","Chemescene",25.0,16.8904,0.99,"4418-61-5","2H-tetrazol-5-amine","[""5-aminetetrazolate""]",85.07,"N=1NN=NC1N","Nc1n[nH]nn1","Yes","Glentham",500.0,0.38976,"","49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"YAVWUQ","",2927.8,2189.36,0.74,0.99,0.75,5.02,6.51,52.05,"Cu","","","Yes",15.49,6.62,15.48,"P4/mnc",26.98,26.98,39.21,90.0,90.0,90.0,28532.08,"64-18-6","formate","[""formate""]",46.03,"C(=O)O","C(=O)O","Yes","AlfaAesar",2500.0,0.0182,0.95,"","","5,5'-(4H-1,2,4-triazole-3,5-diyl)bis(benzene-1,3-dicarboxylate)",397.3,"N=1N=C(NC1C=1C=C(C=C(C1)C(=O)O)C(=O)O)C=1C=C(C=C(C1)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)c1nnc([nH]1)c1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"FOMWOV","",1855.28,1837.3,0.63,0.64,0.99,3.65,4.56,47.31,"Zn","","","No",7.42,4.54,7.42,"C2/c",38.6,15.28,23.6,90.0,101.29,90.0,13647.8,"350024-36-1","5-[13-(3,5-dicarboxyphenyl)-5,7,12,14-tetraoxo-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),2,4(16),8,10-pentaen-6-yl]benzene-1,3-dicarboxylate","[""5,5'-(1,3,6,8-Tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline-2,7-diyl)diisophthalate"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl)bis(benzene-1,3-dicarboxylate)"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl"", ""2,7-bis(3,5-dicarboxylatephenyl)-1,3,6,8-tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline""]",594.438,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)N1C(C=2C=CC=3C(N(C(C=4C3C2C(C1=O)=CC4)=O)C4=CC(=CC(=C4)C(=O)O)C(=O)O)=O)=O","OC(=O)c1cc(cc(c1)C(=O)O)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","BLD Pharm",10.0,87.9,0.98,"350024-36-1","5-[13-(3,5-dicarboxyphenyl)-5,7,12,14-tetraoxo-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),2,4(16),8,10-pentaen-6-yl]benzene-1,3-dicarboxylate","[""5,5'-(1,3,6,8-Tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline-2,7-diyl)diisophthalate"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl)bis(benzene-1,3-dicarboxylate)"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl"", ""2,7-bis(3,5-dicarboxylatephenyl)-1,3,6,8-tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline""]",594.438,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)N1C(C=2C=CC=3C(N(C(C=4C3C2C(C1=O)=CC4)=O)C4=CC(=CC(=C4)C(=O)O)C(=O)O)=O)=O","OC(=O)c1cc(cc(c1)C(=O)O)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","BLD Pharm",10.0,87.9,0.98,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"PULMIU","",1651.63,1770.87,0.62,0.57,1.07,3.39,4.17,46.65,"Zn","","","Yes",7.09,4.01,7.09,"P21/c",17.61,21.92,18.05,90.0,105.64,90.0,6708.34,"553-26-4","4,4'-Bipyridine","[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",156.18,"N1=CC=C(C=C1)C1=CC=NC=C1","n1ccc(cc1)c1ccncc1","Yes","Chemescene",1000.0,0.215,1.0,"22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"MUVLUM","",1437.62,1571.87,0.6,0.55,1.09,3.11,3.91,44.52,"Zn","","","Yes",8.4,7.67,8.37,"P-1",12.64,13.97,16.29,68.41,83.53,73.83,2567.84,"553-26-4","4,4'-Bipyridine","[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",156.18,"N1=CC=C(C=C1)C1=CC=NC=C1","n1ccc(cc1)c1ccncc1","Yes","Chemescene",1000.0,0.215,1.0,"742641-46-9","1,3,4-thiadiazole-2,5(3H)dithionate","[""4,8-disulfonatenaphthalene-2,6-dicarboxylate""]",376.3,"S(=O)(=O)(O)C1=CC(=CC2=C(C=C(C=C12)C(=O)O)S(=O)(=O)O)C(=O)O","OC(=O)c1cc2c(c(c1)S(=O)(=O)O)cc(cc2S(=O)(=O)O)C(=O)O","Yes","AmBeed",10.0,47.73,0.98,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"PUGSOB","",2510.98,2169.58,0.69,0.8,0.86,4.49,5.61,51.35,"Zn","","","Yes",9.51,8.87,9.51,"P21/n",10.33,26.24,27.76,90.0,93.83,90.0,7503.68,"677010-20-7","Biphenyl-3,4',5-tricarboxylate","[""Biphenyl-3,4',5-tricarboxylate"", ""biphenyl-3,4',5-tricarboxylate""]",286.24,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",25.0,53.0448,0.98,"605-70-9","Naphthalene-1,4-dicarboxylate","[""naphthalene-1,4-dicarboxylate"", ""Naphthalene-1,4-dicarboxylate""]",216.19,"C1(=CC=C(C2=CC=CC=C12)C(=O)O)C(=O)O","OC(=O)c1ccc(c2c1cccc2)C(=O)O","Yes","AmBeed",500.0,0.44548,0.98,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"YEKXIX","",2685.1,2148.08,"",0.9,0.8,4.71,6.04,51.46,"Zn","","","No","","","","P21/n",10.28,27.34,27.25,90.0,92.81,90.0,7650.4,"100-21-0","1,4-Benzenedicarboxylate","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",166.13,"C1(=CC=C(C=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cc1)C(=O)O","Yes","AmBeed",1000.0,0.0215,0.95,"677010-20-7","Biphenyl-3,4',5-tricarboxylate","[""Biphenyl-3,4',5-tricarboxylate"", ""biphenyl-3,4',5-tricarboxylate""]",286.24,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",25.0,53.0448,0.98,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"PUGSUH","",2870.4,2358.23,0.71,0.86,0.82,4.94,6.1,53.36,"Zn","","","Yes",9.31,8.71,9.31,"P21/n",10.36,26.75,27.8,90.0,93.91,90.0,7689.21,"1141-38-4","2,6-Naphtalenedicarboxylate","[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",216.19,"C1=C(C=CC2=CC(=CC=C12)C(=O)O)C(=O)O","OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O","Yes","AmBeed",500.0,1.03544,0.95,"677010-20-7","Biphenyl-3,4',5-tricarboxylate","[""Biphenyl-3,4',5-tricarboxylate"", ""biphenyl-3,4',5-tricarboxylate""]",286.24,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",25.0,53.0448,0.98,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"ICITEU","",3486.86,1788.29,0.81,1.57,0.51,5.71,8.54,47.91,"Fe","","","No",19.8,10.48,19.8,"F-43m",38.51,38.51,38.51,90.0,90.0,90.0,57107.1,"4916-57-8","1,2-bis(4-pyridyl)ethane","[""4,4'-Ethane-1,2-diyldipyridine"", ""1,2-bis(Pyrid-4-yl)ethane"", ""1,2-bis(pyridin-4-yl)ethane"", ""4,4'-(ethane-1,2-diyl)dipyridine"", ""1,2-bis(4-pyridyl)ethane""]",184.24,"C(CC1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)CCc1ccncc1","Yes","Chemenu",100.0,6.1662,0.97,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"GAFGEC","VNU-15",1306.7,1797.55,0.55,0.4,1.38,2.94,3.44,48.97,"Fe","","","No",6.71,3.43,6.68,"Fddd",16.76,18.83,39.0,90.0,90.0,90.0,12304.49,"100-21-0","1,4-Benzenedicarboxylate","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",166.13,"C1(=CC=C(C=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cc1)C(=O)O","Yes","AmBeed",1000.0,0.0215,0.95,"1141-38-4","2,6-Naphtalenedicarboxylate","[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",216.19,"C1=C(C=CC2=CC(=CC=C12)C(=O)O)C(=O)O","OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O","Yes","AmBeed",500.0,1.03544,0.95,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"MATWUC","",2154.45,2073.83,0.64,0.66,0.96,4.04,4.89,49.5,"Zn","","","Yes",6.79,5.36,6.77,"C2",18.9,17.7,14.48,90.0,96.6,90.0,4810.78,"","","","","","","","","","","","121-91-5","benzene-1,3-dicarboxylate","[""Isophthalate"", ""1,3-Benzenedicarboxylate"", ""benzene-1,3-dicarboxylate"", ""3-carboxybenzoate""]",166.14,"C1(=CC(=CC=C1)C(=O)O)C(=O)O","OC(=O)c1cccc(c1)C(=O)O","Yes","AlfaAesar",5000.0,0.01804,0.99,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"ABETIN","",3810.89,2275.99,0.73,1.22,0.6,6.11,7.9,51.22,"Cu","","","No",9.47,7.84,9.45,"I41/acd",26.96,26.96,27.54,90.0,90.0,90.0,20018.98,"170165-81-8","1,2,4,5-tetrakis(4-pyridyl)benzene","[""4,4',4'',4'''-benzene-1,2,4,5-tetrayltetrapyridine"", ""1,2,4,5-tetrakis(4-pyridyl)benzene""]",386.4,"C1(=C(C=C(C(=C1)C1=CC=NC=C1)C1=CC=NC=C1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1","Yes","Shanghai Haohong Pharmaceutical",1.0,331.96,"","7664-38-2","phosphate","[""dihydrogen_phosphate"", ""phosphito"", ""Hydrogenphosphate"", ""phosphate""]",98.0,"P(=O)(O)(O)O","OP(=O)(O)O","Yes","ABCR",17000.0,0.01474706,0.85,"49784-85-2","Dimethylammonium","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",46.09,"C[NH2+]C","C[NH2+]C","No","","","",""
"PUZMAZ","",4870.46,2179.79,0.8,1.78,0.45,7.39,10.24,51.04,"Co","","","No",16.42,9.24,16.41,"Fd-3c",74.97,74.97,74.97,90.0,90.0,90.0,421402.68,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"463-56-9","isothiocyanate","[""isothiocyanate""]",58.08,"[N-]=C=S","[N-]=C=S","Yes","","","","","122-39-4","diphenylamine","[""diphenylamine""]",169.24,"C1(=CC=CC=C1)NC1=CC=CC=C1","c1ccc(cc1)Nc1ccccc1","Yes","ABCR",2500.0,0.04912,0.98
"MAGBON","",1918.86,2195.85,0.65,0.56,1.14,3.74,4.42,52.87,"Zn","","","No",6.77,5.2,6.76,"I-42d",18.45,18.45,23.2,90.0,90.0,90.0,7897.68,"","","pyrrolidinium",72.128,"[NH2+]1CCCC1","C1CCC[NH2+]1","No","","","","","25062-54-8","5-phosphonobenzene-1,3-dicarboxylate","[""5-phosphonoisophthalate"", ""5-phosphonobenzene-1,3-dicarboxylate""]",246.111,"P(=O)(O)(O)C=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(cc(c1)P(=O)(O)O)C(=O)O","Yes","AmBeed",1.0,754.22,0.98,"","","pyrrolidinium",72.128,"[NH2+]1CCCC1","C1CCC[NH2+]1","No","","","",""
"WUWQEL","",796.39,1373.37,0.56,0.33,1.72,2.27,2.69,47.59,"Cd","","","No",6.87,5.43,6.77,"P-1",10.82,11.42,12.43,87.44,72.45,70.11,1373.92,"110-17-8","fumarate","[""fumarate""]",116.08,"C(\C=C\C(=O)O)(=O)O","OC(=O)/C=C/C(=O)O","Yes","AmBeed",1000.0,0.00946,0.99,"6915-15-7","malate","[""malate""]",134.09,"C(C(O)CC(=O)O)(=O)O","OC(=O)CC(C(=O)O)O","Yes","AmBeed",1000.0,0.01462,0.95,"66-71-7","1,10-phenanthroline","[""1,10-phenanthroline""]",180.22,"N1=CC=CC2=CC=C3C=CC=NC3=C12","c1ccc2c(n1)c1ncccc1cc2","No","","","",""
"HOJLID","UWDM-3",5084.98,3093.18,0.73,1.2,0.61,7.64,8.97,59.96,"Zn","","","No",8.35,5.14,8.16,"C2",19.87,22.96,48.42,90.0,96.63,90.0,21942.21,"","","N-(3,5-dimethyl-4-(pyridin-4-yl)benzyl)-3,5-dimethyl-4-(pyridin-4-yl)aniline",393.5,"CC=1C=C(CNC2=CC(=C(C(=C2)C)C2=CC=NC=C2)C)C=C(C1C1=CC=NC=C1)C","Cc1cc(NCc2cc(C)c(c(c2)C)c2ccncc2)cc(c1c1ccncc1)C","No","","","","","787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","1,4,7,10,13,16-hexaoxacyclotetracosane",348.5,"O1CCOCCOCCOCCOCCOCCCCCCCC1","C1CCCCOCCOCCOCCOCCOCCOCCC1","No","","","",""
"HOJLUP","",1938.66,1739.4,0.59,0.66,0.9,3.76,4.69,44.18,"Zn","","","Yes",6.04,4.68,6.04,"Cc",21.34,23.77,15.81,90.0,101.57,90.0,7852.96,"","","N-(3,5-dimethyl-4-(pyridin-4-yl)benzyl)-3,5-dimethyl-4-(pyridin-4-yl)aniline",393.5,"CC=1C=C(CNC2=CC(=C(C(=C2)C)C2=CC=NC=C2)C)C=C(C1C1=CC=NC=C1)C","Cc1cc(NCc2cc(C)c(c(c2)C)c2ccncc2)cc(c1c1ccncc1)C","No","","","","","586-91-4","4,4'-Azodibenzoate","[""4,4'-Azodibenzoate"", ""4,4'-(diazenediyl)dibenzoate"", ""4,4'-diazene-1,2-diyldibenzoate"", ""Azobenzene-4,4'-dicarboxylate""]",270.24,"N(=NC1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)O","Yes","TCI Chemicals",5.0,47.488,0.95,"","","1,4,7,10,13,16-hexaoxacyclotetracosane",348.5,"O1CCOCCOCCOCCOCCOCCCCCCCC1","C1CCCCOCCOCCOCCOCCOCCOCCC1","No","","","",""
"AMUXAI","",1368.83,1402.26,0.6,0.58,1.02,3.02,3.93,41.96,"Cu","","","Yes",8.64,7.8,8.58,"P-1",9.95,15.68,21.5,100.07,93.06,106.83,3142.46,"14660-50-5","pyridine-2,3,5,6-tetracarboxylate","[""pyridine-2,3,5,6-tetracarboxylate""]",255.14,"N1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1nc(C(=O)O)c(cc1C(=O)O)C(=O)O","Yes","Enamine",0.1,2012.4,0.9,"","","4-(2-(pyridin-4-yl)vinyl)benzoate",225.24,"N1=CC=C(C=C1)C=CC1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)C=Cc1ccncc1","No","","","","","110-86-1","Pyridine","[""Pyridine""]",79.11,"N1=CC=CC=C1","c1cccnc1","No","","","",""
"QITHAC","",1023.99,1337.07,0.62,0.48,1.31,2.57,3.32,44.82,"Ni","","","Yes",10.62,8.29,10.62,"I4132",28.47,28.47,28.47,90.0,90.0,90.0,23078.53,"554-95-0","1,3,5-Benzenetricarboxylate","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",210.14,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",1000.0,0.0989,0.98,"57-55-6","1,2-propanediol","[""1,2-propanediol""]",76.09,"C(C(C)O)O","OCC(O)C","No","","","","","110-86-1","Pyridine","[""Pyridine""]",79.11,"N1=CC=CC=C1","c1cccnc1","No","","","",""
"FORTIR","",2056.1,1895.01,0.63,0.68,0.92,3.91,4.86,47.06,"Zn","Cd","","Yes",7.46,6.87,7.46,"I212121",17.52,32.96,38.14,90.0,90.0,90.0,22018.28,"","","3,3'-bis[(3-t-butyl-5-carboxy-2-oxidobenzylidene)amine]-5,5',6,6'-tetramethylbiphenyl-2,2'-diolate","","C(C)(C)(C)C=1C(=C(C=NC2=C(C(=C(C(=C2)C)C)C=2C(=C(C=C(C2C)C)N=CC2=C(C(=CC(=C2)C(=O)O)C(C)(C)C)O)O)O)C=C(C1)C(=O)O)O","Cc1cc(N=Cc2cc(cc(c2O)C(C)(C)C)C(=O)O)c(c(c1C)c1c(C)c(C)cc(c1O)N=Cc1cc(cc(c1O)C(C)(C)C)C(=O)O)O","No","","","","","","","","","","","","","","","","110-86-1","Pyridine","[""Pyridine""]",79.11,"N1=CC=CC=C1","c1cccnc1","No","","","",""
"XUDQAQ","DUT-91",3437.37,2685.51,0.7,0.9,0.78,5.65,6.71,56.22,"Cu","","","No",7.54,5.52,7.53,"P4/mnc",26.69,26.69,26.38,90.0,90.0,90.0,18791.95,"","","4,4',4'',4'''-(1,3-phenylenedinitrilo)tetrabenzoate",588.6,"C1(=CC(=CC=C1)N(C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1)N(C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1cccc(c1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O","No","","","","","25372-07-0","1,4-bis(1H-imidazole-1-yl)benzene","[""1,4-bis(1H-imidazol-1-yl)benzene"", ""1,1'-(1,4-phenylene)bis(1H-imidazole)""]",210.24,"C1(=CC=C(C=C1)N1C=NC=C1)N1C=NC=C1","c1ncn(c1)c1ccc(cc1)n1cncc1","Yes","BLD Pharm",5.0,26.2,0.97,"280-57-9","1,4-diazabicyclo[2.2.2]octane","[""1,4-diazabicyclo[2.2.2]octane"", ""1,4-diazabicyclo(2.2.0)octane"", ""1,4-diazabicyclo(2.2.2)octane""]",112.2,"N12CCN(CC1)CC2","C1CN2CCN1CC2","Yes","TCI Chemicals",500.0,0.125,0.98
"XUDQEU","DUT-95",3863.91,2741.89,0.72,1.01,0.71,6.17,7.38,56.57,"Cu","","","No",7.53,5.67,7.53,"P4/mnc",26.61,26.61,26.81,90.0,90.0,90.0,18983.95,"","","4,4',4'',4'''-(1,3-phenylenedinitrilo)tetrabenzoate",588.6,"C1(=CC(=CC=C1)N(C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1)N(C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1cccc(c1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O","No","","","","","25372-07-0","1,4-bis(1H-imidazole-1-yl)benzene","[""1,4-bis(1H-imidazol-1-yl)benzene"", ""1,1'-(1,4-phenylene)bis(1H-imidazole)""]",210.24,"C1(=CC=C(C=C1)N1C=NC=C1)N1C=NC=C1","c1ncn(c1)c1ccc(cc1)n1cncc1","Yes","BLD Pharm",5.0,26.2,0.97,"280-57-9","1,4-diazabicyclo[2.2.2]octane","[""1,4-diazabicyclo[2.2.2]octane"", ""1,4-diazabicyclo(2.2.0)octane"", ""1,4-diazabicyclo(2.2.2)octane""]",112.2,"N12CCN(CC1)CC2","C1CN2CCN1CC2","Yes","TCI Chemicals",500.0,0.125,0.98
"MIXYID","",2208.91,2019.19,0.64,0.7,0.91,4.11,5.05,48.66,"Ni","","","No",6.97,5.01,6.97,"P3",16.63,16.63,18.19,90.0,90.0,120.0,4359.66,"553-26-4","4,4'-Bipyridine","[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",156.18,"N1=CC=C(C=C1)C1=CC=NC=C1","n1ccc(cc1)c1ccncc1","Yes","Chemescene",1000.0,0.215,1.0,"554-95-0","1,3,5-Benzenetricarboxylate","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",210.14,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",1000.0,0.0989,0.98,"280-57-9","1,4-diazabicyclo[2.2.2]octane","[""1,4-diazabicyclo[2.2.2]octane"", ""1,4-diazabicyclo(2.2.0)octane"", ""1,4-diazabicyclo(2.2.2)octane""]",112.2,"N12CCN(CC1)CC2","C1CN2CCN1CC2","Yes","TCI Chemicals",500.0,0.125,0.98
